,[] -  / Time ,Jan-12,Feb-12,Mar-12,Apr-12,May-12,Jun-12,Jul-12,Aug-12,Sep-12,Oct-12,Nov-12,Dec-12,Jan-13,Feb-13,Mar-13,Apr-13,May-13,Jun-13,Jul-13,Aug-13,Sep-13,Oct-13,Nov-13,Dec-13,Jan-14,Feb-14,Mar-14,Apr-14,May-14,Jun-14,Jul-14,Aug-14,Sep-14,Oct-14,Nov-14,Dec-14,Jan-15,Feb-15,Mar-15,Apr-15,May-15,Jun-15,Jul-15,Aug-15,Sep-15,Oct-15,Nov-15,Dec-15,Jan-16,Feb-16,Mar-16,Apr-16,May-16,Jun-16,Jul-16,Aug-16,Sep-16,Oct-16,Nov-16,Dec-16,Jan-17,Feb-17,Mar-17,Apr-17,May-17,Jun-17,Jul-17,Aug-17,Sep-17,Oct-17,Nov-17,Dec-17,Jan-18,Feb-18,Mar-18,Apr-18,May-18,Jun-18,Jul-18,Aug-18,Sep-18,Oct-18,Nov-18,Dec-18,Jan-19,Feb-19,Mar-19,Apr-19,May-19,Jun-19,Jul-19,Aug-19,Sep-19,Oct-19,Nov-19,Dec-19,Jan-20,Feb-20,Mar-20
35,"HYALGAN OR SUPARTZ, INJ (J7321) - Dose USD ","$26,839,531.90 ","$26,394,660.28 ","$27,464,367.79 ","$20,976,898.32 ","$23,112,135.33 ","$32,921,306.70 ","$29,435,324.69 ","$37,757,409.90 ","$27,553,618.44 ","$30,120,581.63 ","$35,050,105.27 ","$29,353,715.94 ","$22,985,528.04 ","$26,960,860.49 ","$38,061,634.08 ","$30,891,628.24 ","$39,596,428.34 ","$32,119,400.16 ","$30,458,217.87 ","$39,423,247.55 ","$33,168,501.60 ","$35,091,062.40 ","$50,391,313.94 ","$38,936,125.83 ","$40,242,648.80 ","$37,972,284.41 ","$42,477,718.28 ","$43,113,056.58 ","$53,186,275.88 ","$42,216,376.20 ","$44,758,894.32 ","$50,464,986.70 ","$37,993,963.53 ","$53,754,104.19 ","$63,565,315.14 ","$40,499,505.64 ","$52,490,758.19 ","$68,535,374.71 ","$72,472,753.84 ","$61,308,508.91 ","$73,958,855.93 ","$53,874,012.00 ","$60,768,185.86 ","$49,277,379.11 ","$44,541,284.24 ","$61,540,314.24 ","$40,553,374.24 ","$39,025,813.43 ","$41,367,782.15 ","$29,746,194.00 ","$30,551,961.15 ","$44,790,720.10 ","$45,021,484.80 ","$39,398,713.35 ","$47,955,687.85 ","$37,883,534.51 ","$47,877,781.44 ","$40,133,053.89 ","$35,958,343.24 ","$46,683,191.15 ","$26,772,976.10 ","$37,192,052.43 ","$43,149,872.56 ","$37,854,482.56 ","$40,545,254.09 ","$53,423,808.72 ","$39,598,636.05 ","$36,816,736.02 ","$43,997,149.36 ","$37,358,511.40 ","$32,807,981.31 ","$31,328,246.03 ","$24,349,718.78 ","$30,033,256.12 ","$36,337,213.30 ","$25,072,708.39 ","$26,370,003.04 ","$27,803,553.25 ","$17,122,649.97 ","$20,047,631.06 ","$18,385,832.15 ","$22,033,644.43 ","$24,465,814.98 ","$17,703,441.33 ","$15,183,396.76 ","$15,749,658.71 ","$18,751,381.96 ","$15,808,775.58 ","$18,799,927.49 ","$13,053,242.03 ","$13,380,278.80 ","$14,870,026.78 ","$8,033,308.25 ","$10,145,876.78 ","$11,833,990.76 ","$8,359,245.65 ","$9,024,094.20 ","$9,677,146.02 ","$6,685,801.20 "
36,HYALURONIDASE (J3473) - Dose Units ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,HYALURONIDASE (J3473) - Dose USD ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,,,,,,,$0.00 ,$0.00 ,,,,$0.00 ,,,$0.00 ,$0.00 ,,,,,$0.00 ,,,$0.00 ,,,,$0.00 ,,,
38,HYCAMTIN (J9351) - Dose Units ,"2,624","3,507","3,507","3,021","3,230","3,534","2,517","2,279","1,199","1,488","2,334","2,387","1,700","2,043","2,992","1,582","1,410","1,317","1,279","1,739","1,939","1,687","2,388","1,939","2,375","1,688","1,899","1,450","1,872","2,427","1,741","1,833","1,344","2,533","1,542",461,"1,054","1,411","1,873","1,199",937,381,406,250,422,829,553,817,"1,082",514,579,869,"1,318","1,450","3,602","3,429","2,862","2,506","1,979","2,481","2,032","2,506","3,113","2,072","1,873","2,480","2,044","2,085","2,454","2,083","1,794","2,770","2,032","1,529","3,918","2,229","2,123","2,255","1,609","1,437","1,741","2,124","2,745","2,375","1,464","1,517","2,532","1,820",447,,39,156,39,,198,197,607,409,409
39,HYCAMTIN (J9351) - Dose USD ,"$4,533,523.90 ","$6,258,785.09 ","$6,883,280.08 ","$5,977,365.71 ","$6,441,071.88 ","$7,157,728.26 ","$5,058,534.46 ","$4,578,174.16 ","$2,391,175.89 ","$3,002,512.44 ","$4,706,192.88 ","$4,738,716.56 ","$3,424,839.38 ","$4,076,944.40 ","$5,917,583.28 ","$3,034,738.74 ","$2,681,067.91 ","$2,498,809.95 ","$2,374,054.22 ","$3,193,962.17 ","$3,612,109.78 ","$3,246,732.72 ","$4,798,771.97 ","$4,202,525.58 ","$5,458,642.76 ","$4,163,059.54 ","$4,708,556.07 ","$3,432,595.88 ","$4,184,051.04 ","$4,999,941.33 ","$3,411,132.60 ","$3,416,209.57 ","$2,510,484.48 ","$4,855,097.10 ","$2,959,148.12 ","$1,550,619.55 ","$4,272,877.95 ","$5,467,071.18 ","$6,829,042.29 ","$4,167,091.41 ","$3,180,718.37 ","$989,291.91 ","$379,053.78 ","$226,865.00 ","$410,283.17 ","$727,008.13 ","$445,716.12 ","$683,662.82 ","$836,858.40 ","$327,240.67 ","$529,210.34 ","$1,141,264.65 ","$2,642,290.16 ","$3,346,074.38 ","$8,932,512.99 ","$9,180,478.85 ","$7,866,642.02 ","$6,927,260.62 ","$4,667,728.77 ","$5,829,357.60 ","$5,035,209.44 ","$6,317,362.87 ","$8,311,853.20 ","$5,668,365.22 ","$5,538,278.38 ","$7,254,481.12 ","$5,813,810.52 ","$6,059,322.75 ","$7,186,833.48 ","$6,423,784.32 ","$5,430,657.77 ","$8,503,672.58 ","$5,684,555.56 ","$4,261,269.49 ","$10,793,204.53 ","$6,347,472.92 ","$6,221,796.28 ","$6,958,181.34 ","$5,021,375.25 ","$4,666,321.10 ","$5,527,566.19 ","$6,495,340.68 ","$8,038,260.09 ","$6,819,195.00 ","$4,238,305.47 ","$4,330,166.52 ","$7,584,960.23 ","$5,655,395.20 ","$1,416,706.16 ",,"$111,239.70 ","$372,397.33 ","$72,747.09 ",,"$44,880.66 ","$55,488.01 ","$188,170.00 ","$143,603.99 ","$169,608.21 "
0,GANITE (J1457) - Dose Units ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,GANITE (J1457) - Dose USD ,$0.00 ,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,GATIFLOXACIN INJECTION (J1590) - Dose Units ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,GATIFLOXACIN INJECTION (J1590) - Dose USD ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,,$0.00 ,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,GATTEX (5793X) - Dose Units ,,,,,,,,,,,,,48,,,15,18,38,68,135,102,129,187,182,173,176,168,165,247,215,221,285,265,316,254,253,344,288,259,290,365,275,355,293,291,376,284,254,352,279,321,393,324,307,413,294,531,344,359,464,358,290,379,313,325,388,315,343,455,364,345,454,342,369,464,351,347,435,322,415,352,360,462,378,364,355,410,333,445,361,335,421,345,356,437,356,443,348,234
5,GATTEX (5793X) - Dose USD ,,,,,,,,,,,,,"$1,179,984.00 ",,,"$368,745.00 ","$442,494.00 ","$934,154.00 ","$1,671,644.00 ","$3,318,705.00 ","$2,507,466.00 ","$3,171,207.00 ","$4,597,021.00 ","$4,474,106.00 ","$4,252,859.00 ","$4,326,608.00 ","$4,129,944.00 ","$4,056,195.00 ","$6,072,001.00 ","$5,285,345.00 ","$5,432,843.00 ","$7,006,155.00 ","$6,514,495.00 ","$7,768,228.00 ","$6,244,082.00 ","$6,219,499.00 ","$8,456,552.00 ","$7,079,904.00 ","$6,366,997.00 ","$7,129,070.00 ","$8,972,795.00 ","$6,760,325.00 ","$8,726,965.00 ","$7,202,819.00 ","$7,153,653.00 ","$9,243,208.00 ","$6,981,572.00 ","$6,244,082.00 ","$8,653,216.00 ","$6,858,657.00 ","$7,891,143.00 ","$9,661,119.00 ","$7,964,892.00 ","$7,546,981.00 ","$10,152,779.00 ","$7,227,402.00 ","$13,053,573.00 ","$8,456,552.00 ","$8,825,297.00 ","$11,406,512.00 ","$8,800,714.00 ","$7,129,070.00 ","$9,316,957.00 ","$7,694,479.00 ","$7,989,475.00 ","$9,538,204.00 ","$7,743,645.00 ","$8,431,969.00 ","$11,185,265.00 ","$8,948,212.00 ","$8,481,135.00 ","$11,160,682.00 ","$8,407,386.00 ","$9,071,127.00 ","$11,406,512.00 ","$8,628,633.00 ","$8,530,301.00 ","$10,693,605.00 ","$7,915,726.00 ","$10,201,945.00 ","$8,653,216.00 ","$8,849,880.00 ","$11,357,346.00 ","$9,292,374.00 ","$8,948,212.00 ","$8,726,965.00 ","$10,079,030.00 ","$8,186,139.00 ","$10,939,435.00 ","$8,874,463.00 ","$8,235,305.00 ","$10,349,443.00 ","$8,481,135.00 ","$8,751,548.00 ","$10,742,771.00 ","$8,751,548.00 ","$10,890,269.00 ","$8,554,884.00 ","$5,752,422.00 "
6,GAZYVA (C9021) - Dose Units ,,,,,,,,,,,,,,,,,,,,,,,,117,537,342,492,640,584,508,496,804,617,816,656,652,800,871,999,930,"1,178",727,"1,142",879,795,"1,058",947,942,"1,146","1,004",992,"1,340","1,068",904,"1,450","1,095","1,396","1,191","1,385","1,313","1,223","1,185","1,643","1,229","1,413","1,720","1,274","1,371","1,744","1,402","1,344","1,634","1,368","1,379","1,713","1,283","1,262","1,632","1,272","1,639","1,887","1,539","1,869","1,081","1,470","1,460","1,940","1,601","2,000","1,600","1,591","1,969","1,587","1,631","1,850","1,513","2,068","1,466","1,018"
7,GAZYVA (C9021) - Dose USD ,,,,,,,,,,,,,,,,,,,,,,,,"$724,464.00 ","$3,325,104.00 ","$2,117,664.00 ","$3,046,464.00 ","$3,962,880.00 ","$3,616,128.00 ","$3,145,536.00 ","$3,071,232.00 ","$4,978,368.00 ","$3,820,464.00 ","$5,052,672.00 ","$4,061,952.00 ","$4,037,184.00 ","$4,953,600.00 ","$5,393,232.00 ","$6,185,808.00 ","$5,758,560.00 ","$7,294,176.00 ","$4,501,584.00 ","$7,071,264.00 ","$5,442,768.00 ","$4,922,640.00 ","$6,551,136.00 ","$5,863,824.00 ","$5,832,864.00 ","$7,096,032.00 ","$6,216,768.00 ","$6,142,464.00 ","$8,297,280.00 ","$6,613,056.00 ","$5,597,568.00 ","$8,978,400.00 ","$6,780,240.00 ","$8,644,032.00 ","$7,374,672.00 ","$8,575,920.00 ","$8,130,096.00 ","$7,572,816.00 ","$7,337,520.00 ","$10,173,456.00 ","$7,609,968.00 ","$8,749,296.00 ","$10,650,240.00 ","$7,888,608.00 ","$8,489,232.00 ","$10,798,848.00 ","$8,681,184.00 ","$8,322,048.00 ","$10,117,728.00 ","$8,470,656.00 ","$8,538,768.00 ","$10,606,896.00 ","$7,944,336.00 ","$7,814,304.00 ","$10,105,344.00 ","$7,876,224.00 ","$10,148,688.00 ","$11,684,304.00 ","$9,529,488.00 ","$11,572,848.00 ","$6,693,552.00 ","$9,102,240.00 ","$9,040,320.00 ","$12,012,480.00 ","$9,913,392.00 ","$12,384,000.00 ","$9,907,200.00 ","$9,851,472.00 ","$12,192,048.00 ","$9,826,704.00 ","$10,099,152.00 ","$11,455,200.00 ","$9,368,496.00 ","$12,805,056.00 ","$9,077,472.00 ","$6,303,456.00 "
8,GEL-ONE (J7326) - Dose Units ,13,408,"1,080",197,"1,014",421,909,"1,094",539,433,"1,185","1,120",578,632,961,"1,107","2,058","2,202","1,886","2,889","2,837","2,216","4,117","3,536","3,112","2,057","2,428","3,192","3,799","3,681","3,535","4,090","3,312","3,470","2,520","2,058","3,245","3,747","1,979","1,252","2,137","1,833","1,991","1,833","1,055","2,967","1,398","2,744","1,951","1,227","1,372","2,546","2,162","2,057","2,201","2,203","2,572","1,715","2,401","2,664","1,623","1,873","2,599","2,638","3,088","3,469","2,507","2,625","3,998","3,167","2,282","2,044",803,"1,992","4,460","2,203","1,912","2,177","1,279","1,741","2,138","2,005","2,149","1,859","3,180","2,690","2,836","4,434","3,931","1,913","2,005","2,795","2,269","3,431","4,314","3,114","4,617","2,624","1,451"
9,GEL-ONE (J7326) - Dose USD ,"$3,346.20 ","$60,947.04 ","$138,743.28 ","$34,831.57 ","$171,155.60 ","$74,869.59 ","$172,580.47 ","$224,486.61 ","$118,224.26 ","$96,971.43 ","$316,432.92 ","$361,723.60 ","$205,928.40 ","$262,755.58 ","$479,650.48 ","$646,809.03 ","$1,323,936.10 ","$1,535,972.07 ","$1,476,969.04 ","$2,428,198.72 ","$2,527,001.01 ","$2,137,343.08 ","$4,256,500.02 ","$3,847,777.96 ","$3,509,862.98 ","$2,430,216.94 ","$2,993,997.15 ","$3,981,915.94 ","$4,763,512.91 ","$4,669,284.08 ","$4,541,688.46 ","$5,332,550.18 ","$4,312,795.32 ","$4,555,110.64 ","$3,391,252.20 ","$2,845,915.59 ","$4,572,938.37 ","$5,209,969.31 ","$2,738,653.99 ","$1,734,151.33 ","$3,015,430.73 ","$2,567,423.53 ","$2,782,211.45 ","$2,550,115.43 ","$1,476,018.85 ","$4,172,877.81 ","$1,940,822.43 ","$3,831,817.64 ","$2,758,339.41 ","$1,799,266.67 ","$2,476,048.26 ","$4,593,381.18 ","$4,190,274.90 ","$4,177,191.04 ","$4,530,666.06 ","$4,486,051.29 ","$4,598,859.46 ","$2,984,305.80 ","$3,940,863.34 ","$4,073,698.22 ","$2,419,389.87 ","$2,709,111.88 ","$3,778,207.88 ","$3,790,937.64 ","$4,405,186.40 ","$4,736,426.90 ","$3,309,315.21 ","$3,560,891.25 ","$5,450,361.46 ","$4,286,621.59 ","$3,181,975.16 ","$2,978,316.49 ","$1,213,736.51 ","$2,972,273.16 ","$6,607,017.24 ","$3,427,454.94 ","$2,976,773.68 ","$3,367,087.31 ","$1,929,237.08 ","$2,681,509.09 ","$3,329,721.20 ","$2,984,427.26 ","$3,128,105.89 ","$2,662,311.08 ","$4,569,238.65 ","$3,901,132.15 ","$4,075,972.94 ","$6,364,297.56 ","$5,684,233.86 ","$2,761,434.63 ","$2,895,134.79 ","$3,895,575.69 ","$3,087,967.19 ","$4,713,387.72 ","$5,759,094.66 ","$4,079,168.73 ","$5,985,580.37 ","$3,352,199.36 ","$1,821,735.29 "
10,GEMZAR (J9201) - Dose Units ,"21,407","20,483","23,967","19,267","18,293","26,343","22,516","24,033","18,516","16,880","22,369","18,781","16,180","16,219","23,307","16,986","21,645","14,611","14,717","18,425","16,196","16,603","19,600","18,399","20,180","17,185","17,383","16,459","21,844","16,366","17,910","22,847","17,581","20,260","12,169","6,414","9,304","10,030","8,750","7,892","8,908","6,942","6,572","5,489","5,595","7,629","5,965","5,317","7,483","4,289","4,909","6,321","6,770","6,097","9,965","10,783","15,073","11,139","10,981","14,293","5,992","7,667","8,777","6,519","7,800","9,198","8,169","7,575","7,482","6,058","4,618","6,453","5,886","6,942","7,945","6,942","7,179","8,591","4,962","4,856","6,136","6,334","6,546","6,651","6,242","6,599","7,945","6,203","6,479","4,077","5,027","6,795","3,905","5,317","6,427","8,566","16,867","12,182","4,579"
11,GEMZAR (J9201) - Dose USD ,"$44,907,763.01 ","$43,954,262.82 ","$50,186,178.99 ","$40,291,005.90 ","$38,521,353.67 ","$55,785,830.86 ","$47,240,596.69 ","$49,427,661.71 ","$37,480,457.52 ","$33,481,100.20 ","$42,929,329.90 ","$36,721,313.61 ","$31,672,916.30 ","$32,068,774.47 ","$45,452,705.42 ","$32,821,283.43 ","$41,236,495.56 ","$26,260,788.63 ","$25,561,773.34 ","$30,075,531.01 ","$26,250,638.76 ","$26,513,289.19 ","$30,881,015.20 ","$29,322,900.28 ","$32,704,474.84 ","$28,356,925.54 ","$28,891,328.24 ","$27,906,440.24 ","$38,082,652.66 ","$28,856,408.46 ","$31,686,058.58 ","$40,068,109.03 ","$30,361,639.81 ","$33,956,003.12 ","$19,182,906.16 ","$9,572,718.62 ","$13,353,732.54 ","$13,739,520.28 ","$11,524,909.38 ","$9,811,886.84 ","$10,470,604.84 ","$7,949,752.79 ","$6,937,560.93 ","$4,994,262.71 ","$4,500,086.48 ","$5,383,541.17 ","$3,839,909.10 ","$3,262,617.54 ","$4,492,613.61 ","$2,788,396.85 ","$3,408,416.88 ","$4,498,592.49 ","$4,885,959.78 ","$4,317,910.64 ","$7,225,880.59 ","$8,295,954.97 ","$12,225,408.84 ","$9,825,823.29 ","$10,312,174.74 ","$14,407,029.55 ","$6,215,621.44 ","$8,222,339.98 ","$9,799,923.36 ","$7,493,801.72 ","$9,202,693.50 ","$10,695,893.38 ","$9,360,346.54 ","$8,498,241.00 ","$8,267,999.06 ","$6,631,359.41 ","$4,975,017.58 ","$7,245,853.65 ","$6,231,419.32 ","$7,217,475.92 ","$8,410,195.64 ","$7,261,297.29 ","$7,412,802.08 ","$8,562,907.43 ","$4,751,710.44 ","$4,535,164.08 ","$5,342,247.04 ","$5,459,163.76 ","$5,762,325.97 ","$6,080,942.79 ","$5,888,780.83 ","$6,494,356.36 ","$8,057,501.20 ","$6,447,367.19 ","$6,376,126.44 ","$3,584,630.90 ","$3,946,396.08 ","$4,341,162.42 ","$2,056,246.09 ","$2,279,584.00 ","$2,224,860.30 ","$2,884,472.01 ","$6,188,367.36 ","$4,589,416.23 ","$1,713,889.02 "
12,GENE PROFILE PANEL BREAST (S3854) - Dose Units ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,GENE PROFILE PANEL BREAST (S3854) - Dose USD ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,,,,,$0.00 ,,,,$0.00 ,,,,,,,,,,,,,$0.00 ,,,,,,,,,
14,GENE TEST HEMOCHROMATO (S3837) - Dose Units ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,GENE TEST HEMOCHROMATO (S3837) - Dose USD ,,,,,,,$0.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,"GENERATOR, NEURO NON-RECHARG (C1767) - Dose Units ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,"GENERATOR, NEURO NON-RECHARG (C1767) - Dose USD ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,,,,,,,,,,,,,,,$0.00 ,,,,,,,$0.00 ,,,,,,,,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,,,$0.00 ,$0.00 ,,$0.00 ,,$0.00 ,,,,,,,,$0.00 ,,,$0.00 ,$0.00 ,,$0.00 ,,,,,,$0.00 ,,,$0.00 ,,,,,,,,,,,,,,,,
18,GENTAMICIN SULFATE (J1580) - Dose Units ,"30,304","28,429","32,890","22,833","22,134","27,571","20,972","28,957","21,540","22,002","31,915","24,232","22,584","25,394","30,436","20,984","27,292","19,323","15,560","23,665","22,201","26,583","30,913","24,141","29,460","23,376","26,227","18,280","20,682","18,109","16,948","19,666","18,227","18,716","17,620","10,188","13,990","14,795","14,056","11,931","16,828","11,244","11,971","12,261","11,522","8,722","7,166","9,674","7,918","6,823","5,766","6,940","6,031","6,507","7,878","11,403","16,207","10,427","9,700","11,799","5,187","6,862","6,637","5,674","7,073","6,597","6,492","6,692","7,521","5,107","5,239","7,179","5,463","5,924","10,175","8,459","8,644","10,980","8,169","10,967","10,361","11,390","18,320","14,744","15,138","14,149","21,038","14,333","21,303","15,442","15,653","21,884","14,676","15,905","19,112","14,465","20,114","16,855","9,951"
19,GENTAMICIN SULFATE (J1580) - Dose USD ,"$466,757.36 ","$430,557.21 ","$546,105.56 ","$466,021.53 ","$514,560.17 ","$681,058.84 ","$527,340.94 ","$788,209.54 ","$607,966.50 ","$600,214.56 ","$834,513.42 ","$606,829.86 ","$579,957.12 ","$642,277.75 ","$774,717.94 ","$551,092.30 ","$760,082.20 ","$612,539.10 ","$522,971.60 ","$830,783.49 ","$829,096.35 ","$1,020,853.66 ","$1,191,881.63 ","$791,281.63 ","$867,243.48 ","$643,775.04 ","$676,328.76 ","$464,677.60 ","$534,340.15 ","$466,578.39 ","$428,318.33 ","$512,967.94 ","$496,002.24 ","$525,769.87 ","$480,233.10 ","$281,265.21 ","$464,943.66 ","$589,469.79 ","$751,117.50 ","$1,099,024.07 ","$2,228,868.60 ","$1,481,846.76 ","$1,512,990.75 ","$1,471,626.53 ","$1,219,690.12 ","$659,889.08 ","$190,866.41 ","$258,344.17 ","$214,340.26 ","$181,867.07 ","$153,375.60 ","$149,848.48 ","$123,590.27 ","$133,897.79 ","$155,984.40 ","$211,098.04 ","$294,934.99 ","$186,382.63 ","$170,889.75 ","$197,350.07 ","$84,444.36 ","$112,845.59 ","$108,554.77 ","$96,245.23 ","$124,979.91 ","$211,156.78 ","$255,005.76 ","$267,830.57 ","$305,051.76 ","$208,863.53 ","$220,470.22 ","$238,629.96 ","$498,403.15 ","$544,060.16 ","$954,476.05 ","$720,727.95 ","$584,874.65 ","$461,665.08 ","$199,691.21 ","$275,381.37 ","$244,856.33 ","$254,936.68 ","$411,980.16 ","$377,298.96 ","$399,945.96 ","$364,690.48 ","$511,265.48 ","$354,060.93 ","$547,444.49 ","$351,923.18 ","$341,235.40 ","$483,505.10 ","$324,229.53 ","$353,289.81 ","$427,841.23 ","$326,800.51 ","$541,951.62 ","$476,617.26 ","$279,225.06 "
20,GEODON (J3486) - Dose Units ,"262,863","328,578","854,304","53,176","141,803","106,352",,,,"20,447","102,237","40,895",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,GEODON (J3486) - Dose USD ,"$29,729,768.49 ","$54,677,604.91 ","$108,056,602.50 ","$7,898,412.54 ","$20,789,704.16 ","$16,252,724.52 ",$0.00 ,$0.00 ,$0.00 ,"$2,257,797.95 ","$11,063,046.40 ","$3,453,968.76 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,,,,,,,,,,,,,,,$0.00 ,,,,$0.00 ,,,,,,,,,,,$0.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,GLASSIA (J0257) - Dose Units ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,GLASSIA (J0257) - Dose USD ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,,,,,,,,,,,,,,,,,,,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GLATOPA (J3490G) - Dose Units ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,"2,292","3,915","3,871","5,043","4,252","4,001","7,014","8,234","8,278","9,987","8,580","8,975","11,549","9,881","12,809","10,049","10,516","13,476","10,995","10,904","13,901","11,046","11,288","14,645","11,741","11,449","14,959","11,936","11,208","15,307","12,339","12,739","15,935","12,375","12,680","15,809","12,384","15,531","12,164","11,921","15,018","12,031","12,169","10,324","10,540","9,246","10,711","7,604","7,997","10,176","8,136","8,389","10,433","8,410","10,589","8,561","6,068"
